key,en,es,pt_BR
DLG10_1704732290,That blind selfishness will not bring you any good...,Ese ciego egoísmo no te traerá nada bueno...,Esse egoísmo cego não te trará nada de positivo…
DLG12_1713547682,That's right. You'd better remember that.,Así es. Más te vale recordarlo.,Correto. É melhor se lembrar disto.
DLG2_1709065925,Nabig... finally I find you.,Nabig... por fin te encuentro.,Nabig... finalmente te encontrei.
DLG19_1718312954,Soon he will see that only I am needed...,Pronto el señor Trithemius verá que solo a mí me necesita...,Em breve a Vossa Eminência verá que apenas a mim ele necessita…
DLG11_1718312954,What do you mean?,¿A qué te refieres?,Como assim?
DLG17_1713547682,I don't see myself staying here much longer.,No veo favorable el quedarme aquí mucho más tiempo.,Não me vejo ficando aqui por muito mais tempo.
DLG9_1724085796,I promised my mother that I would be an Official Alchemist.,Le prometí a mi madre que sería un Alquimista Oficial.,Prometi à minha mãe que seria um Alquimista Oficial.
DLG24_1724085796,"Sorry to disappoint you, not all of us have noble intentions like you.","Lamento decepcionarte, no todos tenemos nobles intenciones como tu.","Desculpe por te desapontar, não são todos de nós tem nobres intenções como você."
DLG12_1718748417,What... what happened?,Qué... ¿qué ha pasado?,O que... o que aconteceu?
DLG14_1690912429,What do you mean?,¿A qué te refieres?,Como assim?
DLG12_1724085796,"If that's the decision you made, all that's left is to move on, I guess...","Si es la decisión que tomaste, solo queda seguir adelante, supongo...","Se essa foi a decisão que você tomou, só falta seguir em frente, eu acho…"
DLG17_1712768333,"Congratulations Brother, I knew you would make it.","Felicidades Hermano, sabía que lo lograrías.","Parabéns Irmão, eu sabia que você conseguiria."
DLG22_1718897790,My father said that during the demon invasion my kittens were lost.,Mi padre dijo que durante la invasión de los demonios mis gatitos se perdieron.,Meu pai disse que durante a invasão de demônios meus gatos se perderam.
DLG24_1705071479,"What? Of course not, that's disgusting.","¿Qué? Por supuesto que no, eso es asqueroso.","O que? Claro que não, isso é asqueroso."
DLG36_1723066397,"Nabig, what's up?","Nabig, ¿qué pasa?","Nabig, o que houve?"
DLG10_1718897790,That's right,Así es,Isso mesmo
DLG4_1726500626,What on earth have you done?,¿Qué demonios has hecho?,O que diabos você fez?
DLG5_1705090606,It is part of the formalities.,Es parte de las formalidades.,É parte das formalidades.
DLG10_1677104432,When fear paralyzed me...,Cuando el miedo me paralizó...,Quando o medo me paralisou...
DLG11_1712764975,So I will do my best to get this over with quickly.,Por lo que haré mi mejor esfuerzo para acabar con esto rápidamente.,Então eu darei o meu melhor para acabar com isso rapidamente.
DLG12_1705075346,"[color=yellow]Although it is currently out of stock[/color], you will have to wait a while for the store to replenish its inventory.","[color=yellow]Aunque en este momento está agotado[/color], tendrás que esperar un tiempo para que la tienda reponga su inventario.","[color=yellow]Apesar de estar esgotado atualmente[/color], você terá que esperar por um tempo até a loja reabastecer seu inventário."
DLG54_1671137942,So you're disobeying orders...,Con que estás desobedeciendo ordenes...,Então está desobedecendo ordens…
DLG2_1724085796,"Ah, you're the_outpost's boy.","Ah, eres el chico de the_outpost.","Ah, você é o rapaz de the_outpost."
DLG25_1712768333,"I must leave, the next time we meet, it will be the last.","Debo retirarme, la próxima vez que nos veamos, será la última.","Eu devo me retirar, a próxima vez que nos encontrarmos, será a última."
DLG33_1705010680,"It is the house specialty, you should try it.","Es la especialidad de la casa, deberías probarla.","É a especialidade da casa, você deveria provar."
DLG11_1726518782,Quickly Nabig! With my lead bullets and your iron we'll make his titanium defense break!,¡Rápido señorita Nabig! ¡Con mis balas de plomo y su hierro haremos que su defensa de titanio se rompa!,Rápido Nabig! Com minhas balas de chumbo e o ferro nós conseguiremos quebrar a defesa de titânio.
DLG28_1719417607,"Thank you for your collaboration Nabig, you can retire and continue with your work.","Gracias por tu colaboración Nabig, puedes retirarte y seguir con tu trabajo.","Obrigado pela sua colaboração Nabig, pode se retirar e continuar com o seu trabalho."
DLG27_1718897790,Daguerreotype? What does that thing do?,¿Daguerrotipo? ¿Qué hace esa cosa?,Daguerreótipo? O que essa coisa faz?
DLG20_1722549314,"When you get some element, come to see me in my laboratory, [color=yellow]there I will help you to prepare the sample[/color] before passing it through the Spectroscope.","Cuando consigas algún elemento, ven a verme en mi laboratorio, [color=yellow]ahí te ayudaré a preparar la muestra[/color] antes de pasarla por el Espectroscopio.","Quando você conseguir algum elemento, venha me ver no meu laboratório, [color=yellow]lá eu te ajudarei a preparar a amostra[/color] antes de analisar no Espectroscópio."
DLG44_1718748417,"All right, Nabig, I will do as you say.","Está bien, señorita Nabig, haré lo que usted me diga.","Tudo bem, Nabig, eu farei o que você disser."
DLG27_1724085796,I'm not someone you should look up to.,No soy alguien a quien debas admirar.,Não sou alguém que você deveria admirar.
DLG10_1686778008,Ah... what a nuisance.,Ah... qué molestia.,Ah... que chatice.
DLG12_1712163955,Who the hell are you?,¿Quién rayos eres tú?,Quem diabos é você?
DLG9_1671133094,You have to help me! They took my daughter!,¡Tienen que ayudarme! ¡Se llevaron a mi hija!,Você tem que me ajudar! Eles levaram minha filha!
DLG30_1706222258,What are you up to?,¿Qué es lo que estás tramando?,O que você está tramando?
DLG32_1705010680,A [color=yellow]Nacatamal[/color]. It is a delicious dish that they sell in a small restaurant that is behind the building of The Order.,Un [color=yellow]Nacatamal[/color]. Es un delicioso platillo que venden en un pequeño restaurante que está detrás del edificio de La Orden.,Um [color=yellow]Nacatamal[/color]. Um prato delicioso que vendem num pequeno restaurante que fica localizado atrás das instalações d’A Ordem.
DLG57_1705090606,It is possible that the adeptis Eve Brahm is responsible for this fog.,Es posible que la adeptis Eve Brahm sea la responsable de esa niebla.,É possível que a adeptis Eve Brahm é a responsável por essa neblina.
DLG1_1671139129,Carbon. That'll handle the Calcite no problem.,Esto es... [color=yellow]Carbono[/color] me será de utilidad para destrir la Calcita.,Este é...[color=yellow]Carbono[/color] será útil para destruir a Calcita.
DLG20_1706222258,"Do you think you can hurt me, you bastard?","¿Te crees capaz de hacerme daño, bastardo?","Você acha que pode me ferir, seu maldito?"
DLG5_1686778008,"Ehh... well, I was looking for some materials for my research...","Ehh... bueno, estaba en busca de algunos materiales para mi investigación...","É… bem, eu estava procurando alguns materiais para a minha pesquisa..."
DLG42_1705090606,"Are you referring to the existence of this ""Athos""?","¿Se refiere a la existencia de ese tal ""Athos""?","Você está se referindo a existência desse tal ""Athos""?"
DLG5_1671136581,You've finally decided to help us with our mission?,¿Finalmente has decidido a ayudarnos con nuestra misión?,Você finalmente decidiu nos ajudar na nossa missão?
DLG20_1718748417,You look familiar...,Te me haces conocido...,Você me parece familiar…
DLG17_1719417607,"Well, following up on the train topic.... Anything else I should know about?","Bien, siguiendo con el tema del tren... ¿Algo más de lo que deba saber?","Bem, sobre o assunto do trem.... Há alguma coisa que eu deveria saber?"
DLG6_1712163955,annie... what are you doing here?,annie... ¿qué haces aquí?,annie... o que está fazendo aqui?
DLG22_1718748417,Whatever.,Como sea.,Não importa.
DLG10_1722530103,Primordial light? That's the first time I've heard that.,¿Luz primigenia? Es la primera vez que escucho eso.,Luz primordial? É a primeira vez que escuto isso.
DLG14_1718897790,"Be cool with him, he's been worried sick. Got it?","Sé bueno con él, ha estado muy preocupado. ¿Entendido?","Seja legal com ele, ele está muito preocupado. Entendido?"
DLG29_1705004200,All right... I won't delay it any longer.,Está bien... no la retraso más.,Está certo... Não vou adiar mais.
DLG43_1718748417,"Nabig, that's my name.","Nabig, es mi nombre.","Nabig, é o meu nome."
DLG3_1690912429,"Give up already, you don't stand a chance against me.","Ya ríndete, no tienes oportunidad contra mí.","Desista, você não tem chance contra mim."
DLG6_1709065925,How funny you are Nabig.,Qué graciosa eres Nabig.,Como você é hilária Nabig.
DLG17_1723066397,... ... ...,... ... ...,... ... …
DLG18_1690912429,(Damn... this has gotten complicated...),(Maldita sea... esto se ha complicado...),(Droga... as coisas ficaram complicadas...)
DLG7_1705354727,... how boring...,... qué aburrido...,... que saco…
DLG73_1718897790,I came to buy some things.,He venido a comprar algunas cosas.,Eu vim para comprar algumas coisas.
DLG46_1705010680,"Well, let's see what I can do to help you...","Bien, veamos en qué te puedo ayudar...","Ok, vamos ver o que eu posso te ajudar..."
DLG4_1705071479,I have been told that [color=yellow]Director Alessa wants to talk to you.[/color].,Me han dicho que [color=yellow]la Directora Alessa quiere hablar contigo.[/color],Me pediram para te avisar que a [color=yellow]Diretora Alessa quer falar com você.[/color].
DLG8_1686779687,Whatever. Let's get to the point.,Lo que sea. Vayamos al grano.,Seja lá o que for. Vamos ao ponto.
DLG4_1722549314,What do you want to ask?,¿Qué quieres preguntar?,O que você quer perguntar?
DLG13_1712163955,My name is annie Cavendish. [color=yellow]Adeptis Séptima.[/color],Mi nombre es annie Cavendish. [color=yellow]Adeptis Séptima.[/color],Meu nome é annie Cavendish. [color=yellow]Adeptis Séptima.[/color]
DLG13_1686779687,"Ah, I almost forgot, here's your reward.","Ah, casi lo olvido, aquí está tu recompensa.","Ah, eu quase esqueci, aqui está sua recompensa."
DLGEXCLAMATION,…!,¡...!,…!
DLG8_1725643091,"Strange... But since it's something urgent, I might as well take a look.","Qué extraño... Pero ya que es algo urgente, podría echar un vistazo.","Estranho... Mas como é algo urgente, eu posso verificar."
DLG14_1722549314,You just have to look to the sky and find it.,Solo debes mirar al cielo y encontrarla.,Você apenas tem que olhar pro céu e encontrar a resposta.
DLG7_1723066161,We have to find a way to open it...,Tenemos que buscar la manera de abrirla...,Nós temos que achar um jeito de abrir…
DLG29_1704732290,Well... they were used to pay for your treatment.,Bueno... fueron usadas para pagar tu tratamiento.,Bem... eles foram usados para os custos do seu tratamento.
DLG29_1723066397,Nabig!,¡Nabig!,Nabig!
DLG8_1671133094,"Dozens of demons arrived, everything turned into chaos....","Decenas de demonios llegaron, todo se volvió un caos...","Dezenas de demônios chegaram, tudo se transformou em caos…"
DLG16_1706222258,Few people actually get in our way. I had to see what you were about.,Pocas personas se interponen en nuestro camino. Tenía que ver de qué estás hecho.,Poucas pessoas realmente nos atrapalham. Eu precisava ver do que você é feito.
DLG6_1718897790,My father has told me that you are a very powerful Alchemist.,Mi padre me ha dicho que usted es un Alquimista muy poderoso.,Meu pai me disse que você é um Alquimista muito poderoso.
DLG56_1705004200,I offer you a treasure from... uh... family. It is a valuable ring that may be of use to you.,Le ofrezco un tesoro de... eh... la familia. Se trata de un anillo valioso que puede serle de utilidad.,Eu te ofereço um tesouro de... uh... família. É um anel valioso que pode ser útil a você.
DLG10_1671136581,You again... I will not tolerate such conduct in front of our lord.,Otra vez tú... no toleraré ese comportamiento ante nuestro señor.,Você de novo...Não irei tolerar tal conduta na frente de nosso senhor.
DLG9_1671137942,They... they hurt me...,Ellos... me lastiman...,Eles...eles me feriram…
DLG22_1719417607,A health crisis occurred in the slums of several countries.,Una crisis de salud ocurrió en los barrios pobres de varios países.,Uma crise sanitária ocorreu em vários bairros pobres de vários países.
DLG5_1726500626,"I'm just taking what rightfully belongs to us, the followers of Athos...",Solo estoy tomando lo que por derecho nos pertenece a los seguidores de Athos...,"Estou apenas pegando o que nos é de direito, os seguidores de Athos..."
DLG15_1705090606,... as long as you keep sending us reports of your findings.,... siempre y cuando sigas enviando los reportes de tus hallazgos.,... enquanto você nos mantenha informados de seus achados.
DLG53_1705004200,Thank you so much for rescuing my daughter.,Muchas gracias por rescatar a mi hija.,Muito obrigado por resgatar a minha filha.
DLG25_1719417607,It was a substance that was sold at a low price and the person who knows the synthesizing process is shay Avicenna.,Era una sustancia que se vendía a un precio bajo y la persona que conoce el proceso de sintetización es shay Avicena.,Era uma substância que era vendida por um preço baixo e a pessoa que sabe do processo de sintetização é shay Avicenna.
DLG4_1723844799,"Atreu, what are you doing here?","Atreu, ¿qué haces por aquí?","Atreu, o que está fazendo aqui?"
DLG11_1686779687,Thank you for rescuing me Nabig.,Gracias por rescatarme Nabig.,Obrigado por me salvar Nabig.
PROLOGUE_OUTRO_1,"On every last night of October,
mysteriously the forces
of light fade away.","En cada última noche de octubre,
misteriosamente las fuerzas
de la luz se desvanecen.","A cada última noite de Outubro, 
misteriosamente as forças 
Da luz desaparecem,"
PROLOGUE_OUTRO_3,"... people known as Alchemists
created an organization.","... personas conocidas como Alquimistas
crearon una organización.","...pessoas conhecidas como Alquimistas 
Criaram uma organização."
DLG2_1674506987,Gonna need more than just Iron to get out of here.,[color=yellow]Necesitaré más que solo Hierro[/color] para poder salir de aquí.,[color=yellow]Precisarei mais que apenas Ferro[/color] para sair daqui.
PROLOGUE_OUTRO_2,"In order to protect humanity,
the heirs of the wisdom
of Hermes Trismegistus...","Con el fin de proteger a la humanidad,
los herederos de la sabiduría 
de Hermes Trismegisto...","Para proteger a humanidade, 
os herdeiros da sabedoria 
De Hermes Trimegisto…"
PROLOGUE_OUTRO_5,"However, peace is endangered
by those who claim
to have the absolute truth.","Sin embargo, la paz peligra
por aquellos que proclaman
tener la verdad absoluta.","Porem, a paz é ameaçada 
por aqueles que reivindicam 
Que tem a verdade absoluta."
PROLOGUE_OUTRO_4,"Centuries of peace and progress reigned
over the continent.","Siglos de paz y progreso reinaron
el continente.","Séculos de paz e progresso reinaram 
Por todo o continente."
PROLOGUE_OUTRO_6,"Adepts of power Toziuha, gather
in the shadows, awaiting
the resurrection of Athos.","Adeptos del poder Toziuha, se reunen
entre las sombras, esperando
la resurección de Athos.","Adeptos do poder Toziuha, se reúnem 
nas sombras, aguardando 
A ressurreição de Athos."
DLG10_1718387263,I will notify the Order so that they can remove the body.,Daré aviso a la Orden para que puedan llevarse el cuerpo.,Eu irei notificar À Ordem para que eles possam coletar o corpo.
DLG18_1724085796,"When I was a child, I was kidnapped by a sect, its leader tortured me in order to become an Alchemist.","Cuando era una niña, fui raptada por una secta, su líder me torturaba con tal de convertirme en Alquimista.","Quando eu era uma criança, eu fui raptada por uma seita, cujo líder me torturou para que eu me tornasse um Alquimista para eles."
DLG24_1723066397,I've seen it before...,Lo he visto antes...,Eu já o vi antes…
DLG21_1706222258,"Ha, ha, ha, ha, I'm not saying it for you.","Ja, ja, ja, no lo digo por ti.","Ha, ha, ha, ha, eu não estou dizendo de você."
DLG6_1723066136,"Yes, each element has a unique spectrum. Although the elemental sample should be as pure as possible to get a good result.","Sí, cada elemento tiene un espectro único. Aunque la muestra elemental debe ser lo más pura posible para conseguir un buen resultado.","Sim, cada elemento possui um espectro único. Contudo a amostra elemental deveria se a mais pura possível para resultados satisfatórios."
DLG2_1718635933,This was a prosperous city ruled by an aristocrat named Henry Cavendish.,Esta fue una ciudad prospera gobernada por un aristócrata llamado Henry Cavendish.,Foi um dia uma próspera cidade governada pelo aristocrata chamado Henry Cavendish.
DLG7_1725643091,Perhaps he has suffered some inconvenience along the way as he is a one-time person who has been working with the restaurant for decades.,Tal vez ha sufrido algún incoveniente en el camino ya que es una persona puntual que trabaja con el restaurante desde hace décadas.,"Talvez ele tenha sofrido algum imprevisto no caminho, pois é uma pessoa que trabalha conosco há décadas."
DLG20_1704732290,"(There they go again, acting like a stubborn kid... hopeless.)",(De nuevo comportándose como un niño terco... No tiene remedio.),(Novamente agindo como uma criança teimosa... Você é causa perdida.)
DLG5_1723066136,"It's something to do with light, isn't it?","¿Es algo que tiene que ver con la luz, verdad?","É algo que faz com luz, não é?"
DLG33_1718748417,Now what should I do...,Ahora qué debería hacer...,Agora o que devo fazer…
DLG31_1718897790,I think I saw a cat in the_outpost...,Creo haber visto un gato en the_outpost...,Eu acho que vi um gato em the_outpost...
DLG8_1709065925,... ... ...,... ... ...,... ... …
DLG41_1718748417,We will leave this place and I will take you to your father.,Saldremos de este lugar y te llevaré con tu padre.,Iremos sair desse lugar e te levarei ao seu pai.
DLG42_1705004200,Have you found it? Why hasn't it arrived?,¿¡La ha encontrado!? ¿Por qué no ha llegado?,Você a encontrou? Por qual motivo não chegou?
DLG27_1705071479,But if you manage to catch one alive... you could experiment with its body without killing it...,Pero si se consigue atrapar uno con vida... podría experimentar con su cuerpo sin llegar a matarlo...,Mas se você conseguir capturar um vivo... você pode fazer experimentos sem matá-lo…
DLG3_1722530103,"Margaret, what are you doing here?","Margaret, ¿qué haces aquí?","Margaret, o que está fazendo aqui?"
DLG21_1671137942,"Everything will be fine, they won't bother you again.","Todo saldrá bien, no volverán a molestarte.","Tudo estará bem, ele não irão te importunar novamente."
DLG55_1705090606,I am sure john has manipulated them at will.,Estoy segura que john los ha manipulado a su antojo.,E tenho certeza que john está os manipulando ao seu capricho.
DLG62_1705090606,I have also spoken to an old woman named Evelyn who is sheltering at the entrance to the city.,También he hablado con una anciana llamada Evelyn que esta refugiada en la entrada de la ciudad.,Eu também tenho conversado com uma anciã chamada Evelyn que está refugiada na entrada da cidade.
DLG30_1705071479,Maybe strips of clothing or masks with his blood on them. If you could get me some of that it would help me a lot.,Tal vez tiras de ropa o máscaras con su sangre. Si me consigues algo de eso me ayudaría mucho.,Talvez tiras de roupa ou máscaras ensanguentadas. Se você conseguir me ajudaria bastante.
DLG6_1686778008,"And without realizing it I ended up surrounded, heh, heh, heh....","Y sin darme cuenta terminé rodeada, je, je, je...","E sem perceber eu acabei cercada, he, he, he.…"
DLG18_1722530103,Neumann's research had been a secret of The Order.,La investigación de Neumann había sido un secreto de La Orden.,A pesquisa de Neumann tem sido um segredo n’A Ordem.
DLG5_1671133094,Thank you for saving me.,Gracias por salvarme.,Obrigado por me salvar.
DLG4_1675875857,This will be your grave.,Esta será tu tumba.,Esta será o seu túmulo.
DLG29_1705071479,"Whatever, but I will need some way to get samples of them.","Como sea, pero sí necesitaré alguna forma de obtener muestras de ellos.","Tanto faz, mas eu precisarei ter de alguma forma as amostras deles."
DLG4_1686778008,What is the head of the alchemy lab doing here?,¿Qué hace la responsable del laboratorio de alquimia aquí?,O que a responsável pelo laboratório de alquimia está fazendo aqui?
DLG13_1718312954,I was not someone who stood out...,No fui alguien que destacara...,Eu não era alguém que se destacava…
DLG2_1722984911,"Aight, let's see what Jean Neumann was hiding in here...",Ahora veremos qué es lo que escondía Jean Neumann en su laboratorio secreto...,Agora nós vamos ver o que Jean Neumann estava escondendo em seu laboratório secreto…
DLG12_1718897790,I rescued you only because I found you by chance.,Te he rescatado solo porque te encontré por casualidad.,Eu apenas te resgatei porque te encontrei por sorte.
DLG10_1705010680,"It's a beautiful day, isn't it?",¿Qué bonito día hace verdad?,"É um belo dia, não é mesmo?"
DLG2_1708468117,"-- Once upon a time, there was a story of a warrior who mastered the power of the heavens...",-- Érase una vez la historia de un guerrero que dominaba el poder de los cielos...,"-- Era uma vez, a história de um guerreiro que dominou o poder dos céus…"
DLG16_1705010680,"A good tea and a good book, a well-deserved rest.","Un buen té y un buen libro, un descanso bien merecido.","Um bom chá e um bom livro, um descanso merecido."
DLG34_1705090606,"If not, you may withdraw.","Si no es así, puedes retirarte.","Se não tem, você pode se retirar."
"<!MissingKey:290:Remember to follow the [color=yellow]Toziuha Night[/color] project on Facebook, Twitter, Youtube, Itch.io, and Steam!>","Remember to follow the [color=yellow]Toziuha Night[/color] project on Facebook, Twitter, Youtube, Itch.io, and Steam!","Recuerda seguir el proyecto [color=yellow]Toziuha Night[/color] en Facebook, Twitter, Youtube, Itchio y Steam!","Lembre de seguir o projeto [color=yellow]Toziuha Night[/color] no Facebook, Twitter, Youtube, Itch.io e Steam!"
DLG6_1718312954,"Well, the iron alchemist has arrived...","Vaya, el alquimista de hierro ha llegado...","Bem, o alquimista de ferro chegou…"
DLG54_1705090606,"Not only that, the Ahuizotes have been there. They have progressively implanted wrong beliefs.","No es solo eso, los Ahuizotes han estado ahí. De manera progresiva han implantado creencias equivocadas.","Além disso, há Ahuizotes por lá. Eles tem inserido progressivamente essas crenças erradas."
DLG6_1690912429,"From what I gather, Joseph is an [color=yellow]Oxygen Alchemist[/color].","Por lo que deduzco, Joseph es un [color=yellow]Alquimista de Oxígeno.[/color]","Das informações que eu coletei, Joseph é um [color=yellow]Alquimista de Oxigênio[/color]."
DLG25_1705090606,"Thanks, I guess...","Gracias, supongo...","Obrigado, eu acho…"
DLG25_1706222258,Forget what I said.,Olvida lo que dije.,Esqueça o que eu disse.
DLG14_1690912410,Quiet! You do not understand. Our lord will purge this world of plebeian filth.,¡Silencio! No lo entiendes. Nuestro señor purgará este mundo de la inmundicia plebeya.,Silêncio! Você não entende. Vossa Eminência purificará esse mundo da imundice dos plebeus.
DLG76_1671137942,"Just go, I'll be fine on my own.","Solo vete, estaré bien solo.","Apenas vá, eu ficarei bem sozinho."
DLG64_1705004200,"Welcome, what do you need today?","Bienvenida, ¿qué es lo que necesita hoy?","Bem vinda, o que precisa para hoje?"
DLG7_1705071479,"Hey, could you do me a favor when you go talk to her?","Oye, ¿me podrías hacer un favor cuando vayas a hablar con ella?","Ei, você pode me fazer um favor quando ir falar com ela?"
DLG22_1723667871,"I thought so... See you soon, human.","Me lo imaginaba... Nos veremos pronto, humano.","Como imaginava... Te vejo em breve, humano."
DLG28_1722549314,I don't need anything else,No necesito nada más,Não preciso de nada mais
DLG60_1705004200,Of course.,Claro.,É claro.
DLG6_1671133094,"Tell me, what happened here?","Dime, ¿qué es lo que ha pasado aquí?","Me diga, o que aconteceu aqui?"
DLG5_1718311861,"Who has betrayed our trust, our faith.","Quien ha traicionado nuestra confianza, nuestra fe.","Quem traiu a nossa confiança, nossa fé."
DLG6_1723844799,And I have been ordered to help cleanse the city of the remaining demons.,Y me han ordenado con ayudar en la limpieza de la ciudad de los demonios que todavía quedan.,E fui designado a ajudar no extermínio dos demônios restantes na cidade.
DLG17_1718312954,I don't know what the heck you're talking about... but I don't care.,No sé de qué rayos estás hablando... pero no me importa.,Eu não sei do que diabos você está falando... mas eu não me importo.
DLG8_1705354727,How long I gotta be on this train...,¿Por cuanto tiempo debo estar en este maldito tren?,Por quanto tempo eu preciso ficar nesse maldito trem?
DLG36_1718748417,I have to go now. Good luck.,Me tengo que ir. Suerte.,Eu tenho que ir agora. Boa sorte.
DLG18_1718897790,The truth is... I would like to ask you a favor.,La verdad... es que quisiera pedirle un favor.,Na verdade é que... Eu gostaria de te pedir um favor.
DLG6_1724085796,"I have accepted many missions, because I want to reach the top, to be an official Alchemist like you.","He aceptado muchas misiones, porque quiero llegar a lo alto, ser un Alqumista oficial como usted.","Eu tenho aceitado muitas missões, pelo motivo de que quero chegar ao topo, ser um Alquimista Oficial como você."
DLG14_1713547682,You are a stone in their shoe that must be eradicated.,Eres una piedra en su zapato que debe ser erradicada.,Você é uma pedra em nossos sapatos e deve ser erradicada.
DLG7_1712764975,Lord Trithemius has protected me and my brother.,El señor Trithemius nos ha protegido a mí y a mi hermano.,Vossa Eminência Trithemius protegeu meu irmão e eu.
DLG21_1705010680,The reason I came to the_core was to help the Alchemists with the improvement of their Elemental Circuits.,"La razón por la que he venido a the_core, ha sido la de ayudar a los Alquimistas con la mejora de sus Circuitos Elementales.",O motivo que eu vim à the_core foi para ajudar os Alquimistas no aprimoramento de seus Circuitos Elementais.
DLG21_1705004200,Bad luck follows me... only my daughter [color=yellow]Aura[/color] was kidnapped by those masked people...,La mala suerte me persigue... solo a mi hija [color=yellow]Aura[/color] raptaron aquellas personas enmáscaradas...,Má sorte me acompanha... apenas minha filha [color=yellow]Aura[/color] foi raptada por aqueles mascarados…
DLG8_1671134583,Ain't got time for games.,No tengo tiempo para juegos.,Eu não tenho tempo para jogos.
DLG30_1705010680,Do you know what would help me replenish my energy?,¿Sabes lo que me ayudaría a reponer mi energía?,Você sabe o que me ajudaria a reabastecer as minhas energias?
DLG31_1704732290,Ah... What rats.,Ah... Qué ratas.,Ah... Que malditos.
GRIJAYLA1DAMNED,Damn...,Malditos...,Malditos…
DLG4_1718635933,I should be able to find useful information here.,Debería poder encontrar información útil en este lugar.,Devo encontrar informações úteis aqui.
DLG15_1712768333,I have succeeded.,Lo he conseguido.,Eu consegui.
DLG16_1712768333,Thanks to the help of Lord Trithemius I can now synchronize my [color=yellow]elemental manipulation waves[/color].,Gracias a la ayuda del señor Trithemius ahora puedo sincronizar mis [color=yellow]ondas de manipulación elemental.[/color],Graças a ajuda da Vossa Eminência Lord Trithemius agora eu posso sincronizar minhas [color=yellow]ondas de manipulação elementais[/color].
DLG18_1718748417,I don't remember how I got here...,No recuerdo como llegué aquí...,Eu não me lembro de como cheguei aqui…
DLG56_1705090606,The city is now enveloped in a fog that causes hallucinations...,La ciudad ahora está envuelta en una niebla que provoca alucinaciones...,A cidade está coberta por uma neblina que causa alucinações…
DLG26_1718748417,Your father is looking for you. The Ahuizotes kidnapped you when the demons invaded the_outpost.,Tu padre te está buscando. Los Ahuizotes te raptaron cuando los demonios invadieron the_outpost.,Seu pai está te procurando. Os Ahuizotes te raptaram quando os demônios invadiram the_outpost.
DLG5_1726182471,"I've launched a flare, it shouldn't take long for more reinforcements to arrive.","He lanzado una bengala, no deben en tardar llegar más refuerzos.","Lancei um sinalizador, mais reforços devem chegar em breve."
DLG26_1712163955,I'm just sleepy.,Solo tengo sueño.,Só estou com sono.
DLG30_1718748417,"Yes, although concerned. He is in the_core.","Sí, aunque preocupado. Él se encuentra en the_core.","Sim, apesar de estar muito preocupado. Ele está em the_core."
DLG2_1722530103,"Nabig, hello!","¡Nabig, hola!","Nabig, olá!"
DLG26_1704732290,"Okay, thank you, Mrs. Rachel.",Está bien. Gracias señora Rachel.,"Ok, obrigado, Senhora Rachel."
DLG14_1712768333,"What do you mean, brother?","¿A qué te refieres, hermano?","O que quer dizer, irmão?"
DLG24_1722549314,The guardian of the night... What the hell does that mean? Is it a person?,La guardiana de la noche... ¿qué rayos quiere decir con eso? ¿Se trata de una persona?,A guardiã da noite... Mas o que diabos isso significa? É uma pessoa?
DLG43_1705090606,"Exactly, there is no record of its existence.","Exactamente, no hay registros de su existencia.","Exato, não há indícios de sua existência."
DLG14_1704732290,You are very weakened and with injuries all over your body. In your current state you would be easy prey for any demon.,Estás muy debilitada y con lesiones en todo el cuerpo. En tu estado actual serías presa fácil para cualquier demonio.,Você está muito fraca e com ferimentos por todo o corpo. Em seu estado atual você seria uma presa fácil para qualquer demônio.
DLG44_1671137942,"Yeah, yeah, whatever. Save the compliments.","Sí, sí, lo que sea, ahórrate los halagos.","Sim, sim, deixe de elogios."
DLG10_1671134583,Don't you dare run away!,¡No te atrevas a huir!,Não ouse fugir!
DLG8_1726500626,"Which began with the betrayal of Hermes Trismegistus towards the one who was truly the [color=yellow]first alchemist[/color], Athos.","Que comenzó con la traición de Hermes Trimegisto hacia aquel que fue verdaderamente el [color=yellow]primer alquimista[/color], Athos.","Que começou com a traição de Hermes Trismegistus para aquele que é o verdadeiro [color=yellow]primeiro alquimista[/color], Athos."
DLG23_1706222258,Although it's not like they have much time left before they... Ah! I almost said something I shouldn't have.,Aunque tampoco es que les queden mucho tiempo antes de que... ¡Ah! Casi digo algo que no debía.,Embora que eles não tem muito tempo restante antes deles... Ah! Eu quase falei o que não deveria.
DLG33_1718897790,"So could you help me, Nabig?","¿Así que podría ayudarme, señorita Nabig?","Então você pode me ajudar, Nabig?"
DLG13_1726500626,This is the [color=yellow]Demon Core.[/color],Este es el [color=yellow]Núcleo del Demonio.[/color],Este é o [color=yellow]Núcleo Demoníaco.[/color]
DLG7_1686778008,So... could you get rid of these demons?,Así que... ¿podrías deshacerte de estos demonios?,Então... você pode se livrar desses demônios?
DLG10_1705071479,"Heh, heh, come on... I just want you to try to convince her to increase the budget for the research department this year.","Je, je, vamos... Solo quiero que trates de convencerla de aumentar el presupuesto para el departamento de investigación este año.","He, he, vamos lá... Eu apenas quero que você tente convencê-la a aumentar o orçamento deste ano para o departamento de pesquisa."
DLG19_1718748417,Have I seen you before?,¿Te habré visto antes?,Eu já não te vi antes?
DLG2_1677711345,What a weird ability.,Qué habilidad tan rara.,Mas que habilidade diferente.
